comp_name,type,chain_ids,candidate_pdb_id,candidate_chain_ids,assembly_id,reason
4ene_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
4ene_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
4ene_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
4ene_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
4g3y_H:L|C,AG,C,5UUI,A|A|A,1,potenial_homomer
4g3y_H:L|C,AG,C,2AZ5,A|B|C|D,1,potenial_homomer
4g3y_H:L|C,AG,C,4TSV,A|A|A,1,potenial_homomer
3eff_D:C|K:L,AG,K:L,2QTO,A:A|B:B|C:C|D:D,1,potential_complex_homomer
3eff_D:C|K:L,AG,K:L,3IFX,A:A|B:B|C:C|D:D,1,potential_complex_homomer
3eff_D:C|K:L,AG,K:L,3IFX,A:A|B:B|C:C|D:D|A:A|B:B|C:C|D:D,2,potential_complex_homomer
3u30_C:B|A,AG,A,6E2B,A|C|E|G|I|P,1,potenial_homomer
6mdt_D:E|B,AG,B,3VTP,C|C|C,1,potential_complex_homomer
6mdt_D:E|B,AG,B,3VGX,C|C|C,1,potential_complex_homomer
6mdt_D:E|B,AG,B,3UIA,A|B|C,1,potenial_homomer
6mdt_D:E|B,AG,B,4HLR,A|A|A,1,potenial_homomer
5b3j_H:L|D,AG,D,3JPW,A|A,2,potenial_homomer
5b3j_H:L|D,AG,D,3JPY,A|A,2,potenial_homomer
4lvh_H:I|G,AG,G,4EDB,B|D|F,1,potential_complex_homomer
4lvh_H:I|G,AG,G,4EDA,A|B,1,potenial_homomer
4lvh_H:I|G,AG,G,4EDA,C|D,2,potenial_homomer
4lvh_H:I|G,AG,G,6GOL,A|A|A,1,potenial_homomer
5w23_I:M|B,AG,B,5KWW,F|F|F,1,potenial_homomer
5w23_I:M|B,AG,B,6EAK,F|F|F,1,potenial_homomer
5w23_I:M|B,AG,B,6EAM,F|F|F,1,potenial_homomer
5w23_I:M|B,AG,B,6EAI,A|B|C,1,potenial_homomer
5w23_I:M|B,AG,B,6EAL,F|F|F,1,potenial_homomer
2q8a_H:L|A,AG,A,1Z40,A|E,1,potenial_homomer
6niu_F:G|B,AG,B,5JHM,A|B,1,potenial_homomer
5iq7_H:L|P,AG,P,6E8W,A|B|C,1,potenial_homomer
5mp1_H:L|A,AG,A,6NWP,A|B|C|D|E|F,1,potenial_homomer
3eo1_K:J|L,AG,L,1TGJ,A|A,1,potenial_homomer
3eo1_K:J|L,AG,L,1TGK,A|A,1,potenial_homomer
2r9h_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
2r9h_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
2r9h_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
2r9h_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
5wux_C:D|G,AG,G,5UUI,A|A|A,1,potenial_homomer
5wux_C:D|G,AG,G,2AZ5,A|B|C|D,1,potenial_homomer
5wux_C:D|G,AG,G,4TSV,A|A|A,1,potenial_homomer
2wub_R:Q|C,AG,C,1EPT,A,1,additional_chains
3hae_O:N|J:M,AB,O:N,3GJE,H:L|B:A,1,potenial_homomer
4y5v_D:E|F,AG,F,1ERN,A|B,1,potenial_homomer
6bfq_H:L|K,AG,K,1CSG,A|B,1,potenial_homomer
2otw_D:C|F,AB,D:C,2GSG,B:A|D:C,3,potenial_homomer
6q0o_Z:B|A,AG,A,4EDB,A|C|E,1,potential_complex_homomer
1a2y_B:A|C,AB,B:A,1CIC,D:C,1,additional_chains
6mhg_I:T|E,AG,E,3VDL,A|B|C,4,potenial_homomer
6mhg_I:T|E,AG,E,3VDJ,A|A|A,2,potenial_homomer
6mhg_I:T|E,AG,E,3VDK,A|A|A,2,potenial_homomer
3bae_H:L|A,AG,A,5BUO,A|B,1,potenial_homomer
3bae_H:L|A,AG,A,5OQV,A|B|C|D|E|F|G|H|I,1,potenial_homomer
5xcq_A:B|C,AB,A:B,4NR2,A:A|B:B,1,potential_complex_homomer
5xcq_A:B|C,AB,A:B,4NR2,C:C|D:D,2,potential_complex_homomer
5xcq_A:B|C,AB,A:B,4NR2,E:E|F:F,3,potential_complex_homomer
5xcq_A:B|C,AB,A:B,4NR2,G:G|H:H,4,potential_complex_homomer
4dgi_H:L|A,AG,A,3HEQ,A|B,1,potenial_homomer
4dgi_H:L|A,AG,A,3HER,A|B,1,potenial_homomer
1pkq_B:A|E,AG,E,1PY9,A|A,1,potenial_homomer
4rau_E:D|F,AG,F,1F9Q,A|B|C|D,1,potenial_homomer
4rau_E:D|F,AG,F,4HSV,A|B|C|D,1,potenial_homomer
5vcn_D:C|B,AG,B,2AS8,A|B,1,potenial_homomer
6q23_E:F|C,AG,C,3TI4,A|B|A|B,1,potenial_homomer
6q23_E:F|C,AG,C,6G01,A|A|B|B,1,potenial_homomer
6q23_E:F|C,AG,C,6G01,B|B|A|A,2,potenial_homomer
6q23_E:F|C,AG,C,5NZ4,B|B|A|A,1,potenial_homomer
6q23_E:F|C,AG,C,5NZ4,A|A|B|B,2,potenial_homomer
3o2d_H:L|A,AG,A,3CD4,A|A,1,potenial_homomer
3o2d_H:L|A,AG,A,1CDH,A|A,1,potenial_homomer
5grj_H:L|A,AG,A,5N2F,A|B,1,potenial_homomer
5grj_H:L|A,AG,A,6NP9,A|A,1,potenial_homomer
5grj_H:L|A,AG,A,4Z18,A|B,1,potenial_homomer
6apd_F:G|C,AG,C,6EAD,F|F|F,1,potenial_homomer
6apd_F:G|C,AG,C,6EAE,F|F|F,1,potenial_homomer
4mhh_G:I|C,AG,C,6PD3,A|A|A,1,potenial_homomer
4mhh_G:I|C,AG,C,6CF5,A|C|E,1,potential_complex_homomer
4mhh_G:I|C,AG,C,6PCX,A|A|A,1,potenial_homomer
5igx_H:L|G,AG,G,3DNL,A|D|G,1,potential_complex_homomer
1g7m_B:A|C,AB,B:A,1CIC,D:C,1,additional_chains
5wk3_W:V|D,AG,D,1NR4,A|B,1,potenial_homomer
5wk3_W:V|D,AG,D,1NR4,C|D,2,potenial_homomer
5wk3_W:V|D,AG,D,1NR4,E|F,3,potenial_homomer
5wk3_W:V|D,AG,D,1NR4,G|H,4,potenial_homomer
5wk3_W:V|D,AG,D,1NR4,A|B|C|D|E|F|G|H,5,potenial_homomer
2oqj_H:G|I,AB,H:G,6N35,H:L|M:K,1,potenial_homomer
2oqj_H:G|I,AB,H:G,4RBP,H:L|M:K,1,potenial_homomer
3u30_F:E|D,AG,D,6E2B,A|C|E|G|I|P,1,potenial_homomer
1ncd_H:L|N,AG,N,6D3B,A|A|A|A,1,potenial_homomer
1ncd_H:L|N,AG,N,6HFC,A|A|A|A,1,potenial_homomer
1ncd_H:L|N,AG,N,1F8E,A|A|A|A,1,potenial_homomer
1ncd_H:L|N,AG,N,6HG0,A|A|A|A,1,potenial_homomer
1ncd_H:L|N,AG,N,6HCX,A|A|A|A,1,potenial_homomer
3j3o_HL1,AG,1,1PO2,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
3j3o_HL1,AG,1,1VBD,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
3j3o_HL1,AG,1,1POV,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
3j3o_HL1,AG,1,1AL2,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
3j3o_HL1,AG,1,1AR6,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
6fy1_H:L|G,AG,G,4Q0C,A|B,1,potenial_homomer
6fy1_H:L|G,AG,G,4Q0C,C|D,2,potenial_homomer
3jba_H:L|A,AG,A,1DZL,A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A,1,potenial_homomer
3jba_H:L|A,AG,A,5KEP,A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F|A|B|C|D|E|F,1,potenial_homomer
4nhh_O:Q|C,AG,C,5HSF,A|B,1,potenial_homomer
6mlm_E:I|A,AG,A,3M5G,A|C|E,1,potential_complex_homomer
6mlm_E:I|A,AG,A,3M5J,A|C|E,1,potential_complex_homomer
4o9h_H:L|A,AG,A,1ALU,A|A,1,potenial_homomer
4o9h_H:L|A,AG,A,1ALU,A|A,2,potenial_homomer
6bft_A:B|G,AG,G,1MKK,A|B,1,potenial_homomer
6bft_A:B|G,AG,G,4KZN,A|A,1,potenial_homomer
6bft_A:B|G,AG,G,3QTK,A|D,1,potenial_homomer
6bft_A:B|G,AG,G,3QTK,B|C,2,potenial_homomer
6bft_A:B|G,AG,G,3QTK,E|F,3,potenial_homomer
1fpt_H:L|P,AG,P,1ASJ,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
1fpt_H:L|P,AG,P,1PO2,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
1fpt_H:L|P,AG,P,1VBD,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
1fpt_H:L|P,AG,P,1POV,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
1fpt_H:L|P,AG,P,1AL2,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,1,potential_complex_homomer
4u6v_K:M|B,AG,B,7AHL,A|B|C|D|E|F|G,1,potenial_homomer
3eo1_E:D|F,AG,F,1TGJ,A|A,1,potenial_homomer
3eo1_E:D|F,AG,F,1TGK,A|A,1,potenial_homomer
2h2p_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
2h2p_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
2h2p_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
2h2p_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
2jix_F:A|C:B,AG,C:B,1ERN,A:A|B:B,1,potential_complex_homomer
4plj_H:L|A,AG,A,3HAG,A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A,1,potenial_homomer
4plj_H:L|A,AG,A,3RKC,A|B,1,potenial_homomer
4kk6_E:F|B,AG,B,4FTP,A|A,1,potenial_homomer
4kk6_E:F|B,AG,B,1KPK,A|B,1,potenial_homomer
4kk6_E:F|B,AG,B,1KPK,C|D,2,potenial_homomer
4kk6_E:F|B,AG,B,1KPK,E|F,3,potenial_homomer
6e1k_F:E|A,AG,A,5DQQ,A|A,1,potenial_homomer
6e1k_F:E|A,AG,A,6CX0,A|A,1,potenial_homomer
6e1k_F:E|A,AG,A,5TUA,A|A,1,potenial_homomer
6e1k_F:E|A,AG,A,6E1M,A|B,1,potenial_homomer
5fec_H:L|I,AG,I,3DNL,A|D|G,1,potential_complex_homomer
4kjw_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
4kjw_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
4kjw_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
4kjw_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
4fqi_H:L|B:A,AG,B:A,6PD3,A:A|A:A|A:A,1,potential_complex_homomer
4fqi_H:L|B:A,AG,B:A,6CF5,B:A|D:C|F:E,1,potenial_homomer
4fqi_H:L|B:A,AG,B:A,6PCX,A:A|A:A|A:A,1,potential_complex_homomer
5vjo_A:B|E,AG,E,1IAK,P,1,additional_chains
4gxu_S:T|G,AG,G,4JUG,A|C|E,1,potential_complex_homomer
4gxu_S:T|G,AG,G,4JUG,G|I|K,2,potential_complex_homomer
5w6d_H:L|G,AG,G,3DNL,C|F|I,1,potential_complex_homomer
5w6d_H:L|G,AG,G,3DNO,C|F|I,1,potential_complex_homomer
5hhx_H:L|A,AG,A,4HR9,A|B,1,potenial_homomer
5w3o_D:E|B:A:C,AG,B:A:C,1RUD,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
5w3o_D:E|B:A:C,AG,B:A:C,1VRH,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
5w3o_D:E|B:A:C,AG,B:A:C,1RUE,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
5w3o_D:E|B:A:C,AG,B:A:C,1RUF,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
5w3o_D:E|B:A:C,AG,B:A:C,1RUI,3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2|3:1:2,1,potential_complex_homomer
6iec_C:D|B,AG,B,6F9C,A|C|E|G|I|K,1,potential_complex_homomer
4uih_D:E|A,AG,A,1OKE,A|B,1,potenial_homomer
4uih_D:E|A,AG,A,1OAN,A|B,1,potenial_homomer
4uih_D:E|A,AG,A,1TG8,A|A,1,potenial_homomer
4uih_D:E|A,AG,A,1OK8,A|A|A,1,potenial_homomer
5c0n_C:D|B,AG,B,1ADL,A|A,1,potenial_homomer
5c0n_C:D|B,AG,B,1LIE,A|A,1,potenial_homomer
5c0n_C:D|B,AG,B,1LID,A|A,1,potenial_homomer
5c0n_C:D|B,AG,B,1LIF,A|A,1,potenial_homomer
1g7h_B:A|C,AB,B:A,1CIC,D:C,1,additional_chains
1r3l_B:A|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
1r3l_B:A|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
1r3l_B:A|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
3ab0_B:C|A,AG,A,3TYJ,A|A|A,1,potenial_homomer
3ab0_B:C|A,AG,A,2R6Q,A|A|A,1,potenial_homomer
3ab0_B:C|A,AG,A,2Z5W,A|A|A,1,potenial_homomer
3ab0_B:C|A,AG,A,1WCK,A|A|A,1,potenial_homomer
5kem_D:E|A,AG,A,6G95,A|A|A,1,potential_complex_homomer
5kem_D:E|A,AG,A,6G9I,A|A|A,1,potential_complex_homomer
6ii9_P:Q|E,AG,E,4LN6,A|C|E,1,potential_complex_homomer
6ii9_P:Q|E,AG,E,4LN6,A,2,additional_chains
6ii9_P:Q|E,AG,E,4LN6,C,3,additional_chains
6ii9_P:Q|E,AG,E,4LN6,E,4,additional_chains
6ii9_P:Q|E,AG,E,4LN6,G|I|K,5,potential_complex_homomer
6ii9_P:Q|E,AG,E,4LN6,G,6,additional_chains
6ii9_P:Q|E,AG,E,4LN6,I,7,additional_chains
6ii9_P:Q|E,AG,E,4LN6,K,8,additional_chains
6ii9_P:Q|E,AG,E,4BSG,A|A|A,1,potential_complex_homomer
6n5d_C:D|A,AG,A,6BKQ,A|C|E,1,potenial_homomer
6n5d_C:D|A,AG,A,6BKQ,A|C|E,3,potential_complex_homomer
6n5d_C:D|A,AG,A,6BKM,A|C|E,1,potenial_homomer
6n5d_C:D|A,AG,A,6BKM,A|C|E,3,potential_complex_homomer
4dqo_H:L|C,AG,C,4Q0C,A|B,1,potenial_homomer
4dqo_H:L|C,AG,C,4Q0C,C|D,2,potenial_homomer
6nfu_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
6nfu_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
6nfu_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
6ce0_D:E|B,AG,B,3U91,A|A|A,1,potenial_homomer
6ce0_D:E|B,AG,B,4HLR,A|A|A,1,potenial_homomer
6hxw_H:L|A,AG,A,4H2G,A|A,1,potenial_homomer
6hxw_H:L|A,AG,A,4H2B,A|A,1,potenial_homomer
6hxw_H:L|A,AG,A,4H2F,A|A,1,potenial_homomer
6hxw_H:L|A,AG,A,6TVE,P|P,1,potenial_homomer
6hxw_H:L|A,AG,A,4H1Y,P|P,1,potenial_homomer
2bob_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
2bob_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
2bob_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
6r8x_C:B|A,AG,A,4CRE,A|A|A,1,potenial_homomer
6dcw_H:L|T,AG,T,6NWP,A|B|C|D|E|F,1,potenial_homomer
5yoy_H:E|C,AG,C,5UUI,A|A|A,1,potenial_homomer
5yoy_H:E|C,AG,C,2AZ5,A|B|C|D,1,potenial_homomer
5yoy_H:E|C,AG,C,4TSV,A|A|A,1,potenial_homomer
2qr0_L:K|I,AG,I,1MKK,A|B,1,potenial_homomer
2qr0_L:K|I,AG,I,4KZN,A|A,1,potenial_homomer
2qr0_L:K|I,AG,I,3QTK,A|D,1,potenial_homomer
2qr0_L:K|I,AG,I,3QTK,B|C,2,potenial_homomer
2qr0_L:K|I,AG,I,3QTK,E|F,3,potenial_homomer
6pzf_H:L|A,AG,A,4MWR,A|A|A|A,1,potenial_homomer
6pzf_H:L|A,AG,A,4MWJ,A|A|A|A,1,potenial_homomer
6pzf_H:L|A,AG,A,4MWY,A|A|A|A,1,potenial_homomer
6pzf_H:L|A,AG,A,4MWU,A|A|A|A,1,potenial_homomer
6pzf_H:L|A,AG,A,6PZD,A|A|A|A,1,potenial_homomer
4zto_H:L|P,AG,P,3TGQ,A|C,5,potenial_homomer
4zto_H:L|P,AG,P,3TGQ,B|D,6,potenial_homomer
2qad_D:C|A,AG,A,3DNL,A|C|D|F|G|I,1,potential_complex_homomer
6e5p_H:L|A,AB,H:L,6N35,H:L|M:K,1,potenial_homomer
6e5p_H:L|A,AB,H:L,4RBP,H:L|M:K,1,potenial_homomer
5hi5_C:D|A,AG,A,4HR9,A|B,1,potenial_homomer
1t03_H:L|B,AG,B,6ECL,A|B,1,potenial_homomer
2fjh_B:A|W,AG,W,1MKK,A|B,1,potenial_homomer
2fjh_B:A|W,AG,W,4KZN,A|A,1,potenial_homomer
2fjh_B:A|W,AG,W,3QTK,A|D,1,potenial_homomer
2fjh_B:A|W,AG,W,3QTK,B|C,2,potenial_homomer
2fjh_B:A|W,AG,W,3QTK,E|F,3,potenial_homomer
4am0_H:L|R,AG,R,3WE1,A|B,1,potenial_homomer
4kk9_C:D|A,AG,A,4FTP,A|A,1,potenial_homomer
4kk9_C:D|A,AG,A,1KPK,A|B,1,potenial_homomer
4kk9_C:D|A,AG,A,1KPK,C|D,2,potenial_homomer
4kk9_C:D|A,AG,A,1KPK,E|F,3,potenial_homomer
5w08_O:P|E,AG,E,4WE8,A|A|A,1,potenial_homomer
5w08_O:P|E,AG,E,4WEA,A|A|A,1,potenial_homomer
5w08_O:P|E,AG,E,4WE9,A|A|A,1,potenial_homomer
6ewb_J:K|D,AG,D,5J35,A|B,1,potenial_homomer
6ewb_J:K|D,AG,D,5KON,A|B,1,potenial_homomer
6ewb_J:K|D,AG,D,5J3O,A|B,1,potenial_homomer
4dke_I:M|B,AG,B,4DKC,A|B,1,potenial_homomer
3ld8_C:B|A,AG,A,3K2O,A|B,1,potenial_homomer
3ld8_C:B|A,AG,A,6GDY,A|B,1,potenial_homomer
4jan_H:L|G,AG,G,3DNL,A|C|D|F|G|I,1,potential_complex_homomer
6dc5_E:F|D,AG,D,5KWW,F|F|F,1,potenial_homomer
6dc5_E:F|D,AG,D,6EAK,F|F|F,1,potenial_homomer
6dc5_E:F|D,AG,D,6EAM,F|F|F,1,potenial_homomer
6dc5_E:F|D,AG,D,6EAI,A|B|C,1,potenial_homomer
6dc5_E:F|D,AG,D,6EAL,F|F|F,1,potenial_homomer
5d71_H:L|A,AG,A,1CSG,A|B,1,potenial_homomer
4f15_E:F|D,AG,D,6GOL,A|A|A,1,potenial_homomer
5bk2_C:D|B,AG,B,6LES,A|B,1,potenial_homomer
5bk2_C:D|B,AG,B,6LES,X|Y,2,potenial_homomer
2itc_A:B|C,AG,C,2QTO,A|B|C|D,1,potenial_homomer
2itc_A:B|C,AG,C,3IFX,A|B|C|D,1,potenial_homomer
2itc_A:B|C,AG,C,3IFX,A|B|C|D|A|B|C|D,2,potenial_homomer
6jfi_K:I|A,AG,A,5LBV,A|B,1,potenial_homomer
6jfi_K:I|A,AG,A,5JHM,A|B,1,potenial_homomer
6fy1_Y:Z|X,AG,X,4Q0C,A|B,1,potenial_homomer
6fy1_Y:Z|X,AG,X,4Q0C,C|D,2,potenial_homomer
2vwe_L:J|B,AG,B,2C7W,A|B,1,potenial_homomer
5czx_C:D|B,AG,B,4ZLP,A|B,1,potenial_homomer
5t5n_O:N|D,AG,D,6N25,A|B|C|D|E,1,potenial_homomer
6pze_H:L|A,AG,A,4MWL,A|A|A|A,1,potenial_homomer
6pze_H:L|A,AG,A,4MWY,A|A|A|A,1,potenial_homomer
6pze_H:L|A,AG,A,4MWX,A|A|A|A,1,potenial_homomer
6pze_H:L|A,AG,A,4MWU,A|A|A|A,1,potenial_homomer
6pze_H:L|A,AG,A,6PZD,A|A|A|A,1,potenial_homomer
2fee_J:O|A,AG,A,4FTP,A|A,1,potenial_homomer
2fee_J:O|A,AG,A,1KPK,A|B,1,potenial_homomer
2fee_J:O|A,AG,A,1KPK,C|D,2,potenial_homomer
2fee_J:O|A,AG,A,1KPK,E|F,3,potenial_homomer
5anm_D:C|E,AG,E,2WQR,A|B,1,potenial_homomer
