comp_name,type,chain_ids,candidate_pdb_id,candidate_chain_ids,assembly_id
4ki5_E+F-M,AG,M,3HOB,M,1
4ki5_E+F-M,AG,M,3HOB,A,2
4ki5_E+F-M,AG,M,6MF0,A,2
4ki5_E+F-M,AG,M,3HNB,M,1
5e5m_B-A,AG,A,5E56,A,1
5f21_B-A,AG,A,4F46,A,1
5f21_B-A,AG,A,4F46,B,2
5f21_B-A,AG,A,3DZI,A,1
5f21_B-A,AG,A,3DZI,B,2
5f21_B-A,AG,A,3I9M,A,1
5f21_B-A,AG,A,3I9M,B,2
5f21_B-A,AG,A,3U4H,A,1
5f21_B-A,AG,A,3U4H,B,2
5f21_B-A,AG,A,3DZK,A,1
5f21_B-A,AG,A,3DZK,B,2
5h37_K+L-B,AG,B,5OMZ,A,1
6y90_C+D-B,AB,C+D,4KAQ,H+L,1
5l0q_C+B-A,AG,A,2AO7,A,1
7ahu_B+A-E+F,AG,E+F,4Y71,A+B,1
7ahu_B+A-E+F,AG,E+F,4ZH8,A+B,1
7ahu_B+A-E+F,AG,E+F,4Y7A,A+B,1
7ahu_B+A-E+F,AG,E+F,4Y6D,A+B,1
7ahu_B+A-E+F,AG,E+F,4ZHA,A+B,1
5tud_F+E-D,AG,D,6DRX,A,1
5tud_F+E-D,AG,D,5YM7,A,1
5tud_F+E-D,AG,D,4IB4,A,1
5tud_F+E-D,AG,D,4NC3,A,1
5tud_F+E-D,AG,D,1M6T,A,1
5njg_E+F-A,AB,E+F,5NIV,B+A,1
4r4n_F+G-E,AB,F+G,4R4B,H+L,1
4r4n_F+G-E,AB,F+G,4R4B,B+A,2
4r4n_F+G-E,AB,F+G,4R4B,D+C,3
4r4n_F+G-E,AB,F+G,4R4B,F+E,4
7nfd_D+C-B,AB,D+C,5NIV,B+B,1
5v8l_J+N-A,AB,J+N,3U1S,H+L,1
6um5_C+D-A,AB,C+D,5U15,A+B,1
6um5_C+D-A,AB,C+D,5U15,H+L,2
4d9r_H+L-A,AG,A,6FTY,A,1
4d9r_H+L-A,AG,A,6FUT,A,1
4d9r_H+L-A,AG,A,6FUI,A,1
4d9r_H+L-A,AG,A,6QMT,A,1
4d9r_H+L-A,AG,A,6QMT,B,2
4d9r_H+L-A,AG,A,6FUH,A,1
6u51_A-D,AB,A,6U50,C,1
7bts_B-A,AG,A,7BVQ,A,1
7bts_B-A,AG,A,7BVQ,B,2
5w9m_B+C-A,AB,B+C,5VZR,H+L,1
5w9m_B+C-A,AB,B+C,5VZR,A+B,2
6ul4_B-A,AG,A,1G9A,A,1
6ul4_B-A,AG,A,1S0D,A,1
6ul4_B-A,AG,A,1G9D,A,1
6ul4_B-A,AG,A,1S0E,A,1
6ul4_B-A,AG,A,1EPW,A,1
6fxn_D+E-A,AB,D+E,5Y9K,H+L,1
5boz_G-A,AG,A,4HUO,X,1
5boz_G-A,AG,A,6URX,A,1
5boz_G-A,AG,A,4HV7,X,1
5boz_G-A,AG,A,4MX5,X,1
5boz_G-A,AG,A,6URY,A,1
5boz_G-A,AG,A,6URY,B,2
4ydj_A+B-I,AG,I,3TGT,A,1
6hx4_H+L-B,AB,H+L,6GXX,H+L,1
6hx4_H+L-B,AG,B,3NE4,A,1
6hx4_H+L-B,AG,B,2QUG,A,1
6hx4_H+L-B,AG,B,1QLP,A,1
6hx4_H+L-B,AG,B,3CWM,A,1
6hx4_H+L-B,AG,B,3CWL,A,1
4etq_H+L-C,AG,C,4E9O,X,1
6k7o_F+G-R,AG,R,3P2T,A,1
6ieq_D+E-B,AB,D+E,4TOY,H+L,1
6hjp_K+L-F+E,AB,K+L,6HKG,B+B,1
5w9k_H+I-G,AB,H+I,5VZR,H+L,1
5w9k_H+I-G,AB,H+I,5VZR,A+B,2
5wob_U+V-G,AG,G,4GS8,A,1
5wob_U+V-G,AG,G,4GS8,B,2
5wob_U+V-G,AG,G,4GSC,A,1
5wob_U+V-G,AG,G,4GSC,B,2
5wob_U+V-G,AG,G,4NXO,A,1
5wob_U+V-G,AG,G,4NXO,B,2
6obo_C-A,AG,A,4HUO,X,1
6obo_C-A,AG,A,6URX,A,1
6obo_C-A,AG,A,4HV7,X,1
6obo_C-A,AG,A,4MX5,X,1
6obo_C-A,AG,A,6URY,A,1
6obo_C-A,AG,A,6URY,B,2
3s36_H+L-X,AB,H+L,3S34,H+L,1
7cz0_F-B,AG,B,4TZA,C,1
7cz0_F-B,AG,B,4TZA,A,2
7cz0_F-B,AG,B,4TZA,B,3
7cz0_F-B,AG,B,4TZA,D,4
7l5j_Y+X-A,AB,Y+X,4NCC,H+L,1
7l5j_Y+X-A,AB,Y+X,4NCC,2+1,2
6icc_H+L-A,AB,H+L,4YNY,A+B,1
6icc_H+L-A,AB,H+L,4YNY,C+D,2
6qd7_X+Z-F+E,AB,X+Z,6QCU,H+L,1
7mem_H+L-E,AG,E,3UYW,A,1
7mem_H+L-E,AG,E,3UYW,B,2
7mem_H+L-E,AG,E,3UYW,C,3
7mem_H+L-E,AG,E,3UYW,D,4
1zv5_A-L,AG,L,7BYP,A,1
1zv5_A-L,AG,L,7CDO,A,1
1zv5_A-L,AG,L,7CDM,A,1
4gxu_M+N-A,AB,M+N,4GXV,H+L,1
4gxu_M+N-A,AB,M+N,4GXV,I+M,2
5wob_S+T-F,AG,F,4GS8,A,1
5wob_S+T-F,AG,F,4GS8,B,2
5wob_S+T-F,AG,F,4GSC,A,1
5wob_S+T-F,AG,F,4GSC,B,2
5wob_S+T-F,AG,F,4NXO,A,1
5wob_S+T-F,AG,F,4NXO,B,2
5t3s_D+E-B,AB,D+E,4TOY,H+L,1
6k3m_A-H,AB,A,3LRG,A,1
6k3m_A-H,AB,A,3LRG,B,2
5o1r_H+L-A,AB,H+L,5NYX,H+L,1
5o1r_H+L-A,AB,H+L,5NYX,M+N,2
5o1r_H+L-A,AB,H+L,5NYX,O+P,3
6k7o_H+L-A,AG,A,3P2T,A,1
4ogx_H+L-A,AB,H+L,4PUB,H+L,1
4ogx_H+L-A,AG,A,6O1S,E,1
4ogx_H+L-A,AG,A,2ANY,A,1
4ogx_H+L-A,AG,A,5TJX,A,1
6pe8_H+L-T,AB,H+L,6PE7,H+L,1
5njd_V+U-A+J,AB,V+U,5N2K,B+A,1
5njd_V+U-A+J,AB,V+U,5N2K,D+C,2
5njd_V+U-A+J,AB,V+U,5N2K,F+E,3
5njd_V+U-A+J,AB,V+U,5N2K,H+G,4
5njd_V+U-A+J,AB,V+U,5N2K,J+I,5
5njd_V+U-A+J,AB,V+U,5N2K,L+K,6
5njd_V+U-A+J,AB,V+U,5N2K,N+M,7
2dqd_H+L-Y,AG,Y,7BYP,A,1
2dqd_H+L-Y,AG,Y,7CDO,A,1
2dqd_H+L-Y,AG,Y,7CDM,A,1
4aei_I+M-B,AG,B,1PTX,A,1
4aei_I+M-B,AG,B,1AHO,A,1
2i9l_F+E-K,AG,K,1YPY,A,1
2i9l_F+E-K,AG,K,1YPY,B,2
6cmg_C+B-A,AG,A,6PD4,A,1
6cmg_C+B-A,AG,A,6PD4,B,2
1g7l_B+A-C,AG,C,7BYP,A,1
1g7l_B+A-C,AG,C,7CDO,A,1
1g7l_B+A-C,AG,C,7CDM,A,1
7klc_H+L-A,AB,H+L,7KKZ,H+L,1
6rpj_B-A,AG,A,1AH1,A,1
4oly_H+L-G,AG,G,3TGT,A,1
4odx_H+B-X,AB,H+B,4OB5,H+L,1
6ww2_H+L-R,AG,R,5YM7,A,1
6ww2_H+L-R,AG,R,1M6T,A,1
6olp_G+I-D+C+B,AB,G+I,4NUG,H+L,1
6niu_I+J-A,AB,I+J,6MTY,H+L,1
4nc1_E-A,AG,A,2G7C,A,1
4nc1_E-A,AG,A,2G7C,B,2
3jbq_H+L-F,AG,F,3JWQ,A,1
3jbq_H+L-F,AG,F,3JWQ,B,2
3jbq_H+L-F,AG,F,3JWQ,C,3
3jbq_H+L-F,AG,F,3JWQ,D,4
7kc9_C-B+A,AG,B+A,3RTI,B+A,1
1mlc_B+A-E,AB,B+A,1MLB,B+A,1
1mlc_B+A-E,AG,E,7BYP,A,1
1mlc_B+A-E,AG,E,7CDO,A,1
1mlc_B+A-E,AG,E,7CDM,A,1
6vmk_l+k-m,AG,m,6FTY,A,1
6vmk_l+k-m,AG,m,6FUT,A,1
6vmk_l+k-m,AG,m,6FUI,A,1
6vmk_l+k-m,AG,m,6QMT,A,1
6vmk_l+k-m,AG,m,6QMT,B,2
6vmk_l+k-m,AG,m,6FUH,A,1
3u9u_A+B-F,AG,F,2AHX,A,1
3u9u_A+B-F,AG,F,2AHX,B,2
2adf_H+L-A,AG,A,1ATZ,A,1
2adf_H+L-A,AG,A,1ATZ,B,2
2adf_H+L-A,AG,A,1AO3,A,1
2adf_H+L-A,AG,A,1AO3,B,2
6gwp_C-A,AG,A,7AQF,A,1
6gwp_C-A,AG,A,7AQF,B,2
6gwp_C-A,AG,A,3EOX,A,1
6u51_C-B,AB,C,6U50,C,1
2ny1_D+C-A,AB,D+C,1RZ8,B+A,1
2ny1_D+C-A,AB,D+C,1RZ8,D+C,2
5imm_B-A,AB,B,2PND,A,1
5mwn_E-A,AB,E,5M2W,A,1
5mwn_E-A,AB,E,5M2W,B,2
6i8s_G+K-C,AG,C,4G8R,A,1
6i8s_G+K-C,AG,C,4G8R,B,2
6i8s_G+K-C,AG,C,4G8O,A,1
6i8s_G+K-C,AG,C,4G8O,B,2
6i8s_G+K-C,AG,C,4G8O,C,3
6i8s_G+K-C,AG,C,4G8O,D,4
6i8s_G+K-C,AG,C,3UT3,A,1
6i8s_G+K-C,AG,C,3UT3,B,2
6i8s_G+K-C,AG,C,3UT3,C,3
6i8s_G+K-C,AG,C,3UT3,D,4
6i8s_G+K-C,AG,C,1B3K,A,1
6i8s_G+K-C,AG,C,1B3K,B,2
6i8s_G+K-C,AG,C,1B3K,C,3
6i8s_G+K-C,AG,C,1B3K,D,4
4s1s_H+L-G,AG,G,3TGT,A,1
7lbe_H+G-A,AB,H+G,4LRI,P+P,1
7lbe_H+G-A,AB,H+G,4LRI,C+C,2
5vxj_B-A,AG,A,3R9V,A,1
5vxj_B-A,AG,A,3R9V,B,2
4kml_B-A,AG,A,5L6R,A,1
4kml_B-A,AG,A,6DU9,A,1
4kml_B-A,AG,A,5YJ5,A,1
3l5w_B+A-J,AB,B+A,3L7E,H+L,1
3l5w_B+A-J,AB,B+A,3L7E,B+A,2
3l5w_B+A-J,AG,J,1GA3,A,1
5ywy_H+L-A,AB,H+L,5YFI,H+L,1
5vjq_A+B-I,AG,I,5V8G,A,1
3t2n_H+L-A,AG,A,5CE1,A,1
6pzz_K+J-D,AB,K+J,6PZG,H+L,1
4y7m_B-D,AB,B,4QGY,A,1
4y7m_B-D,AB,B,4QGY,B,2
3rjq_B-A,AB,B,3R0M,A,1
3rjq_B-A,AB,B,3R0M,B,2
3rjq_B-A,AG,A,4I53,A,1
3rjq_B-A,AG,A,4I53,B,2
3rjq_B-A,AG,A,3TGR,A,1
3rjq_B-A,AG,A,3TGR,B,2
2i9l_D+C-J,AG,J,1YPY,A,1
2i9l_D+C-J,AG,J,1YPY,B,2
3jwo_H+L-A,AB,H+L,1RZ7,H+L,1
6bpe_E+F-D,AG,D,5W53,A,1
6bpe_E+F-D,AG,D,5W53,B,2
7kjh_B-D,AB,B,7KJ7,B,1
7kjh_B-D,AB,B,7KJ7,A,2
7kjh_B-D,AG,D,7KJ7,B,1
7kjh_B-D,AG,D,7KJ7,A,2
4ttd_C+D-B,AG,B,7BYP,A,1
4ttd_C+D-B,AG,B,7CDO,A,1
4ttd_C+D-B,AG,B,7CDM,A,1
7kmd_H+L-G,AB,H+L,4R26,H+L,1
6plk_I+M-F,AG,F,5OMZ,A,1
4gxu_W+X-K,AB,W+X,4GXV,H+L,1
4gxu_W+X-K,AB,W+X,4GXV,I+M,2
6awp_B+C-A,AB,B+C,5I66,A+B,1
4yzf_K+L-D,AB,K+L,5A16,G+H,1
4yzf_K+L-D,AB,K+L,5A16,C+D,2
4yzf_K+L-D,AB,K+L,5A16,E+F,3
4yzf_K+L-D,AB,K+L,5A16,A+B,4
5cez_D+E-B,AB,D+E,4TOY,H+L,1
6mg7_H+L-G,AG,G,4DKO,A,1
6mg7_H+L-G,AG,G,4DKO,C,2
6mg7_H+L-G,AG,G,4RZ8,A,1
6mg7_H+L-G,AG,G,4RZ8,B,2
6mg7_H+L-G,AG,G,4RZ8,C,3
6mg7_H+L-G,AG,G,4RZ8,D,4
6mg7_H+L-G,AG,G,4DVV,A,1
6mg7_H+L-G,AG,G,4DVV,B,2
6mg7_H+L-G,AG,G,4DKP,A,1
6mg7_H+L-G,AG,G,4DKP,C,2
6mg7_H+L-G,AG,G,4DKQ,A,1
3p0y_H+L-A,AB,H+L,3P0V,H+L,1
3p0y_H+L-A,AB,H+L,3P0V,I+M,2
6avr_H+L-B+A,AB,H+L,5OPY,H+L,1
4gxu_U+V-I,AB,U+V,4GXV,H+L,1
4gxu_U+V-I,AB,U+V,4GXV,I+M,2
5esz_A+B-C,AB,A+B,3TCL,H+L,1
5esz_A+B-C,AB,A+B,3TCL,A+B,2
6vrk_B+C-A,AB,B+C,5I66,A+A,1
4xzu_E+F-G,AG,G,3HNY,M,1
4xzu_E+F-G,AG,G,6MF2,A,1
4xzu_E+F-G,AG,G,3HOB,M,1
4xzu_E+F-G,AG,G,3HOB,A,2
4xzu_E+F-G,AG,G,6MF0,A,2
4xzu_E+F-G,AG,G,3HNB,M,1
7jvc_H+L-A,AB,H+L,7JXD,A+B,1
7jvc_H+L-A,AB,H+L,7JXD,C+D,2
6i8s_F+J-B,AG,B,4G8R,A,1
6i8s_F+J-B,AG,B,4G8R,B,2
6i8s_F+J-B,AG,B,4G8O,A,1
6i8s_F+J-B,AG,B,4G8O,B,2
6i8s_F+J-B,AG,B,4G8O,C,3
6i8s_F+J-B,AG,B,4G8O,D,4
6i8s_F+J-B,AG,B,3UT3,A,1
6i8s_F+J-B,AG,B,3UT3,B,2
6i8s_F+J-B,AG,B,3UT3,C,3
6i8s_F+J-B,AG,B,3UT3,D,4
6i8s_F+J-B,AG,B,1B3K,A,1
6i8s_F+J-B,AG,B,1B3K,B,2
6i8s_F+J-B,AG,B,1B3K,C,3
6i8s_F+J-B,AG,B,1B3K,D,4
1e6j_H+L-P,AB,H+L,1E6O,H+L,1
4u6h_A+B-E,AG,E,1YPY,A,1
4u6h_A+B-E,AG,E,1YPY,B,2
6s3d_C+D-M,AG,M,6XWI,A,1
6mek_F+E-C,AB,F+E,6MEG,H+L,1
1bgx_H+L-T,AB,H+L,1AY1,H+L,1
1bgx_H+L-T,AG,T,1KTQ,A,1
1bgx_H+L-T,AG,T,1JXE,A,1
1bgx_H+L-T,AG,T,5KTQ,A,1
6vy5_H+L-A,AG,A,3D11,A,1
6vy5_H+L-A,AG,A,2VWD,A,1
6vy5_H+L-A,AG,A,2VWD,B,2
4q6i_B+A-K,AG,K,1WIO,A,1
4q6i_B+A-K,AG,K,1WIO,B,2
4q6i_B+A-K,AG,K,1CDJ,A,1
4q6i_B+A-K,AG,K,1WIP,A,1
4q6i_B+A-K,AG,K,1WIP,B,2
6svl_H+L-Q,AG,Q,6O6W,A,1
6svl_H+L-Q,AG,Q,6SVK,A,1
6svl_H+L-Q,AG,Q,6SVK,B,2
6a0z_H+L-A,AB,H+L,6A0X,A+B,1
6a0z_H+L-A,AB,H+L,6A0X,C+D,2
6a0z_H+L-A,AB,H+L,6A0X,E+F,3
6a0z_H+L-A,AB,H+L,6A0X,G+H,4
6e63_H+L-P,AB,H+L,6E65,H+L,1
4pgj_A-B,AG,B,7BYP,A,1
4pgj_A-B,AG,B,7CDO,A,1
4pgj_A-B,AG,B,7CDM,A,1
5xj3_J+K-L,AB,J+K,6JC2,H+L,1
4xvt_H+L-G,AG,G,3TGT,A,1
1c08_B+A-C,AG,C,7BYP,A,1
1c08_B+A-C,AG,C,7CDO,A,1
1c08_B+A-C,AG,C,7CDM,A,1
6flb_H+L-G,AG,G,2JSF,A,1
6a4k_I+M-B,AB,I+M,6JP7,L+L,1
6rcu_E+D-A,AB,E+D,6RCS,A+B,1
6vn0_I+K-F+D,AB,I+K,6VSR,A+B,1
5w9j_B+C-A,AB,B+C,5VZR,H+L,1
5w9j_B+C-A,AB,B+C,5VZR,A+B,2
6cwg_D-C,AB,D,6CWK,A,1
6cwg_D-C,AG,C,4HUO,X,1
6cwg_D-C,AG,C,6URX,A,1
6cwg_D-C,AG,C,4HV7,X,1
6cwg_D-C,AG,C,4MX5,X,1
6cwg_D-C,AG,C,6URY,A,1
6cwg_D-C,AG,C,6URY,B,2
4utb_I+M-B,AG,B,4UTC,A,1
4utb_I+M-B,AG,B,4UTC,B,2
1jtp_B-M,AG,M,1TEW,A,1
1jtp_B-M,AG,M,135L,A,1
1jtp_B-M,AG,M,1LZY,A,1
1jtp_B-M,AG,M,1JSE,A,1
1jtp_B-M,AG,M,1LJN,A,1
6oz3_H+L-G,AG,G,4DKO,A,1
6oz3_H+L-G,AG,G,4DKO,C,2
6oz3_H+L-G,AG,G,4RZ8,A,1
6oz3_H+L-G,AG,G,4RZ8,B,2
6oz3_H+L-G,AG,G,4RZ8,C,3
6oz3_H+L-G,AG,G,4RZ8,D,4
6oz3_H+L-G,AG,G,4DVV,A,1
6oz3_H+L-G,AG,G,4DVV,B,2
6oz3_H+L-G,AG,G,4DKP,A,1
6oz3_H+L-G,AG,G,4DKP,C,2
6oz3_H+L-G,AG,G,4DKQ,A,1
4m7l_H+L-T,AB,H+L,4M7K,H+L,1
4m7l_H+L-T,AG,T,1TFH,A,1
4m7l_H+L-T,AG,T,1TFH,B,2
5ggr_H+L-Z,AB,H+L,5GGQ,H+L,1
2vyr_E-A,AG,A,3LBJ,E,1
2vyr_E-A,AG,A,6Q9W,A,1
2vyr_E-A,AG,A,6Q9W,B,2
2vyr_E-A,AG,A,6Q9Y,A,1
2vyr_E-A,AG,A,6Q9Y,B,2
2vyr_E-A,AG,A,7EL4,A,1
4xt1_C-A,AB,C,5WB1,A,1
4xt1_C-A,AG,A,5WB1,A,1
6s3t_R+Q-B,AB,R+Q,6RNN,H+L,1
6s3t_R+Q-B,AB,R+Q,6RNN,D+C,2
6s3t_R+Q-B,AG,B,6RUX,A,1
6s3t_R+Q-B,AG,B,6RUX,B,2
6s3t_R+Q-B,AG,B,6RUX,C,3
6s3t_R+Q-B,AG,B,6RQG,A,1
6s3t_R+Q-B,AG,B,6RQG,B,2
6s3t_R+Q-B,AG,B,6RQG,C,3
6pi7_C+B-A,AG,A,3FDR,A,1
6niu_H+L-Z,AB,H+L,6MTY,L+L,1
1ahw_E+D-F,AB,E+D,1FGN,H+L,1
1ahw_E+D-F,AG,F,1TFH,A,1
1ahw_E+D-F,AG,F,1TFH,B,2
3lqa_H+L-G+C,AB,H+L,3LMJ,H+L,1
6e63_B+C-A,AB,B+C,6E65,H+L,1
5u4l_B-A,AG,A,4HUO,X,1
5u4l_B-A,AG,A,6URX,A,1
5u4l_B-A,AG,A,4HV7,X,1
5u4l_B-A,AG,A,4MX5,X,1
5u4l_B-A,AG,A,6URY,A,1
5u4l_B-A,AG,A,6URY,B,2
4ydk_H+L-G,AG,G,3TGT,A,1
6rvc_F-C,AG,C,6DMO,A,1
6rvc_F-C,AG,C,6OEU,A,1
6rvc_F-C,AG,C,6DMB,A,1
5ovw_H-A,AG,A,1N2Z,A,1
5ovw_H-A,AG,A,1N2Z,B,2
6rpj_D-C,AG,C,1AH1,A,1
6o3a_B+A-E,AG,E,5T44,A,1
6o3a_B+A-E,AG,E,5T44,B,3
2vyr_G-C,AG,C,3LBJ,E,1
2vyr_G-C,AG,C,6Q9W,A,1
2vyr_G-C,AG,C,6Q9W,B,2
2vyr_G-C,AG,C,6Q9Y,A,1
2vyr_G-C,AG,C,6Q9Y,B,2
2vyr_G-C,AG,C,7EL4,A,1
5vl3_A+B-R,AB,A+B,5VKK,H+L,1
5vl3_A+B-R,AB,A+B,5VKK,A+B,2
3k80_B-D,AG,D,4DNI,A,1
6cm3_M+L-F,AB,M+L,1RZ8,B+A,1
6cm3_M+L-F,AB,M+L,1RZ8,D+C,2
6bpc_B+C-A,AB,B+C,6BPB,A+B,1
6bpc_B+C-A,AG,A,5W53,A,1
6bpc_B+C-A,AG,A,5W53,B,2
6cbv_H+L-B,AG,B,6LPL,A,1
6cbv_H+L-B,AG,B,6IIU,A,1
6cbv_H+L-B,AG,B,6WQA,A,1
6cbv_H+L-B,AG,B,6RZ4,A,1
6cbv_H+L-B,AG,B,6LPJ,A,1
6iec_H+L-A,AG,A,5Y0W,A,1
6iec_H+L-A,AG,A,5Y0Y,A,1
2i5y_R+Q-P,AB,R+Q,1RZ8,B+A,1
2i5y_R+Q-P,AB,R+Q,1RZ8,D+C,2
6oge_E+D-A,AB,E+D,6MH2,B+A,1
6oge_E+D-A,AB,E+D,6MH2,D+C,2
6vo1_G+J-C,AB,G+J,6VOS,H+L,1
1xgr_B+A-C,AG,C,7BYP,A,1
1xgr_B+A-C,AG,C,7CDO,A,1
1xgr_B+A-C,AG,C,7CDM,A,1
1jtt_A-L,AG,L,7BYP,A,1
1jtt_A-L,AG,L,7CDO,A,1
1jtt_A-L,AG,L,7CDM,A,1
1i9r_K+M-B,AB,K+M,6W4W,H+L,1
4s1q_H+L-G,AG,G,3TGT,A,1
6j11_F+G-B,AG,B,5X4R,A,1
6j11_F+G-B,AG,B,5VYH,A,1
4iof_C+D-A,AG,A,4IFH,A,2
4iof_C+D-A,AG,A,4IFH,B,3
4iof_C+D-A,AG,A,4RE9,A,1
4iof_C+D-A,AG,A,4RE9,B,2
5f9w_B+C-A,AG,A,3TGT,A,1
2xxm_B-A,AG,A,4IPY,A,2
2xxm_B-A,AG,A,4IPY,B,3
2xxm_B-A,AG,A,4IPY,C,4
2xxm_B-A,AG,A,4IPY,D,5
5i6x_B+C-A,AB,B+C,5I66,A+B,1
6wtv_H+I-G,AG,G,5W53,A,1
6wtv_H+I-G,AG,G,5W53,B,2
7l0n_A+B-R,AB,A+B,6WS6,A+A,1
7l0n_A+B-R,AB,A+B,6WS6,C+C,2
7l0n_A+B-R,AB,A+B,6WS6,E+E,3
5uoe_P+Q-C,AG,C,4IFH,A,2
5uoe_P+Q-C,AG,C,4IFH,B,3
5uoe_P+Q-C,AG,C,4RE9,A,1
5uoe_P+Q-C,AG,C,4RE9,B,2
4lgp_D-C,AG,C,4HUO,X,1
4lgp_D-C,AG,C,6URX,A,1
4lgp_D-C,AG,C,4HV7,X,1
4lgp_D-C,AG,C,4MX5,X,1
4lgp_D-C,AG,C,6URY,A,1
4lgp_D-C,AG,C,6URY,B,2
6uta_A+B-C,AG,C,5OMZ,A,1
7chy_H+L-I,AG,I,5R7W,A,1
7chy_H+L-I,AG,I,5R8F,A,1
7chy_H+L-I,AG,I,5R8P,A,1
7chy_H+L-I,AG,I,6Y8M,A,1
7chy_H+L-I,AG,I,6Y8I,A,1
6olp_H+L-F+E,AB,H+L,4NUG,L+L,1
6okp_Q+R-F,AB,Q+R,6OKQ,A+B,1
6okp_Q+R-F,AB,Q+R,6OKQ,D+C,2
6okp_Q+R-F,AB,Q+R,6OKQ,F+E,3
5h8o_A-B,AB,A,5H8D,A,1
5h8o_A-B,AG,B,6KI0,A,1
5h8o_A-B,AG,B,6KI0,B,2
5h8o_A-B,AG,B,2KN6,A,1
3nfp_A+B-K,AB,A+B,3NFS,H+L,1
3nfp_A+B-K,AG,K,6VWU,A,1
5j57_B-A,AG,A,4HUO,X,1
5j57_B-A,AG,A,6URX,A,1
5j57_B-A,AG,A,4HV7,X,1
5j57_B-A,AG,A,4MX5,X,1
5j57_B-A,AG,A,6URY,A,1
5j57_B-A,AG,A,6URY,B,2
7dm2_H+L-A,AG,A,1PC3,A,1
7dm2_H+L-A,AG,A,1PC3,B,2
6ukt_F-B,AG,B,1BOF,A,1
6ukt_F-B,AG,B,1GFI,A,1
6ukt_F-B,AG,B,1GDD,A,1
6ukt_F-B,AG,B,1GIA,A,1
6ukt_F-B,AG,B,1CIP,A,1
5dum_H+L-A,AG,A,5DUT,A,1
6orn_A+B-G,AB,A+B,4FQ2,H+L,1
3stb_B-C,AG,C,4DNI,A,1
5mwn_D-B,AB,D,5M2W,A,1
5mwn_D-B,AB,D,5M2W,B,2
5uqy_D+C-A,AB,D+C,5JRP,H+L,1
1zvy_A-B,AB,A,6JB9,A,1
1zvy_A-B,AG,B,7BYP,A,1
1zvy_A-B,AG,B,7CDO,A,1
1zvy_A-B,AG,B,7CDM,A,1
6iek_B+C-A,AG,A,5Y0W,A,1
6iek_B+C-A,AG,A,5Y0Y,A,1
6pwu_H+L-A+C+E,AB,H+L,3MUG,B+A,1
6pwu_H+L-A+C+E,AB,H+L,3MUG,D+C,2
6pwu_H+L-A+C+E,AB,H+L,3MUG,H+G,3
6pwu_H+L-A+C+E,AB,H+L,3MUG,J+I,4
6pwu_H+L-A+C+E,AB,H+L,3MUG,L+K,5
6pwu_H+L-A+C+E,AB,H+L,3MUG,F+E,6
6pwu_H+L-A+C+E,AB,H+L,3MME,H+L,1
6pwu_H+L-A+C+E,AB,H+L,3MME,A+B,2
6pwu_H+L-A+C+E,AB,H+L,3MME,C+D,3
6pwu_H+L-A+C+E,AB,H+L,3LRS,A+B,2
6pwu_H+L-A+C+E,AB,H+L,3LRS,C+D,3
6pwu_H+L-A+C+E,AB,H+L,3LRS,E+F,4
5vl7_H+L-B,AG,B,2P4E,P,1
5vl7_H+L-B,AG,B,2P4E,A,2
5vl7_H+L-B,AG,B,6U26,A,1
5vl7_H+L-B,AG,B,6U26,B,2
6fxn_F+G-B,AB,F+G,5Y9K,H+L,1
4yga_H-G,AG,G,3I7B,A,1
4yga_H-G,AG,G,3HX4,A,1
4yga_H-G,AG,G,4JBV,A,1
4yga_H-G,AG,G,3NYV,A,1
4yga_H-G,AG,G,3V51,A,1
5w9n_E+F-D,AB,E+F,5VZR,H+L,1
5w9n_E+F-D,AB,E+F,5VZR,A+B,2
3kr3_H+L-D,AG,D,1IGL,A,1
3kr3_H+L-D,AG,D,5L3L,A,1
3hmx_H+L-A,AB,H+L,3HMW,H+L,1
3hmx_H+L-A,AG,A,1F42,A,1
6awn_B+C-A,AB,B+C,5I66,A+B,1
4nm8_J+N-F+E,AB,J+N,4NM4,H+L,1
4nm8_J+N-F+E,AB,J+N,4NM4,I+M,2
6ey0_F-B,AB,F,5LZ0,A,1
6ey0_F-B,AB,F,5LZ0,B,2
3csy_G+H-P+O,AB,G+H,3INU,H+L,1
3csy_G+H-P+O,AB,G+H,3INU,M+N,2
7lvw_I-D,AB,I,7LVU,A,1
7lvw_I-D,AB,I,7LVU,B,2
7lvw_I-D,AB,I,7LVU,C,3
7lvw_I-D,AB,I,7LVU,D,4
6bck_H+L-G,AG,G,4DKO,A,1
6bck_H+L-G,AG,G,4DKO,C,2
6bck_H+L-G,AG,G,4RZ8,A,1
6bck_H+L-G,AG,G,4RZ8,B,2
6bck_H+L-G,AG,G,4RZ8,C,3
6bck_H+L-G,AG,G,4RZ8,D,4
6bck_H+L-G,AG,G,4DVV,A,1
6bck_H+L-G,AG,G,4DVV,B,2
6bck_H+L-G,AG,G,4DKP,A,1
6bck_H+L-G,AG,G,4DKP,C,2
6bck_H+L-G,AG,G,4DKQ,A,1
4qti_H+L-U,AB,H+L,4QTH,H+L,1
4qti_H+L-U,AB,H+L,4QTH,A+B,2
6fyt_I-B+A,AB,I,6CK8,A,1
6fyt_I-B+A,AB,I,6CK8,B,2
6fyt_I-B+A,AB,I,6CK8,C,3
3iyw_H+L-A,AB,H+L,3N9G,H+L,1
3iyw_H+L-A,AG,A,2I69,A,1
3iyw_H+L-A,AG,A,2HG0,A,1
